feature_0,feature_3,feature_10,feature_40,feature_68,feature_70,feature_86,feature_89,feature_95,feature_100,feature_113,feature_123,feature_143,feature_150,feature_168,feature_187,feature_213,feature_242,feature_244,feature_251,feature_252,feature_268,feature_289,feature_291,feature_294,feature_296,feature_300,feature_323,feature_332,feature_335,feature_377,feature_428,feature_437,feature_438,feature_469
6475,5,3,51,73423,193,499,16,184,2,7,1,6457,6481,0,6453,2,367,137,35807,368,0,17,5,250,370,105,43,283,137,2,196,73,0,351
6,5,8,52,7796,346,173,14,33,2,0,6,4,13,0,5,2,123,74,40,140,0,16,9,323,412,141,50,333,155,8,270,66,4,49
4,5,6,35,251,188,39,7,22,2,0,4,3,9,0,3,1,48,54,27,64,0,13,7,179,230,60,12,72,14,7,87,47,2,34
2,5,7,53,7548,895,1383,7,196,2,0,3,2,11,0,5,0,730,47,361,712,0,19,7,295,357,93,20,1641,66,1,154,75,2,51
5,5,6,74,744,230,81,20,50,2,0,12,4,9,0,5,1,91,72,59,99,0,25,7,256,259,144,50,82,86,15,253,76,0,45
5,5,17,61,965,263,138,4,301,2,0,1,3,13,0,5,2,110,74,177,111,0,12,7,285,371,115,115,157,25,1,188,80,3,76
1,2,2,7,71,43,24,2,6,2,0,0,1,7,0,1,0,28,29,5,42,0,3,2,94,90,33,13,27,8,1,91,20,0,3
5,5,11,61,2294,100,538,4,189,2,0,1,4,8,0,2,1,415,63,180,423,0,5,5,161,234,92,143,135,376,5,244,69,1,63
2,5,7,53,28122,895,5350,7,197,2,0,3,2,11,0,5,0,599,48,359,584,0,19,7,287,383,92,19,3344,60,1,116,90,2,57
0,0,1,3,27,18,3,0,5,2,0,0,0,4,0,1,0,9,26,3,19,0,3,0,32,40,2,1,16,0,1,0,11,0,4
9,4,3,19,596,72,98,5,15,2,3,1,2,12,0,8,1,114,114,38,108,0,8,4,140,190,56,29,53,77,5,319,32,0,57
1,5,25,110,1682,221,77,10,417,6,0,0,1,12,0,1,0,109,119,329,114,0,32,6,352,504,146,130,175,51,1,336,145,2,166
12,6,13,264,10367,935,426,50,234,2,0,201,10,13,0,279,2,384,174,4033,672,0,45,12,1063,936,841,246,820,237,24,2975,743,9,724
6,3,3,11,1207,65,43,4,10,2,1,2,2,12,0,2,2,58,55,174,67,0,7,3,114,395,40,18,54,35,3,110,27,0,25
4,5,4,62,517,71,59,17,38,2,0,10,3,9,0,4,1,62,51,47,72,0,21,5,182,233,109,43,49,69,13,183,63,0,45
11,8,421,2783,302636,3425,63530,10,11543,2,1,2,5,13,0,7,2,37918,71,44806,37910,0,425,9,440,565,282,3761,27834,89,8,335,3207,1,553
1,3,3,8,200,56,27,1,14,2,0,1,1,8,0,2,0,44,34,27,49,0,4,3,112,153,43,25,42,15,1,134,21,0,11
2,4,4,38,10353,123,2045,12,36,2,0,1,1,10,0,2,1,1337,112,32,1325,0,15,4,239,307,159,94,448,2829,8,381,62,0,56
1,14,3,42,478,85,72,7,22,2,0,1,0,11,0,1,1,82,100,41,93,0,6,17,169,243,94,46,66,47,1,253,87,2,59
0,0,1,3,15,18,3,0,5,2,0,0,0,4,0,1,0,9,14,3,19,0,3,0,32,35,2,1,16,0,1,0,11,0,4
0,0,1,3,15,18,3,0,5,2,0,0,0,4,0,1,0,9,14,3,19,0,3,0,32,35,2,1,16,0,1,0,11,0,4
19,8,29,792,21974,2269,2664,35,438,2,1,22,14,24,0,163,1,978,637,1126,969,0,231,8,475,644,296,95,32152,976,16,371,174,0,1227
13,4,12,190,2116,471,337,42,243,18,0,14,11,17,0,11,1,310,185,149,347,0,126,9,961,1581,397,91,570,244,17,481,260,4,136
2,4,4,38,276,104,13,13,29,2,0,2,1,9,0,3,1,36,60,32,40,0,13,4,109,174,67,23,321,14,11,69,45,0,18
162,8,11,84,12834,700,2351,7,218,2,0,2,81,12,0,26,1,1429,132,521,1416,0,66,8,385,355,225,98,1801,704,8,325,107,21,130
6,3,3,11,404,65,53,4,10,2,1,2,2,12,0,2,2,64,57,174,73,0,7,3,117,188,40,18,65,54,3,108,27,0,21
2,4,5,28,538,197,59,9,40,2,0,8,2,9,0,3,0,75,60,43,86,0,12,6,219,275,104,58,59,37,7,357,37,0,34
23,5,6,147,15847,318,618,57,58,2,0,53,19,24,0,23,3,449,180,142,493,0,30,7,382,495,260,34,250,673,15,538,155,0,143
3,10,8,60,1779,116,152,15,64,2,0,5,2,13,0,4,1,145,97,71,147,0,24,13,215,355,141,72,108,136,13,332,67,0,203
6,5,8,49,1786,394,118,14,48,2,0,11,5,20,0,6,1,139,164,59,142,0,17,9,323,358,129,27,265,75,12,283,75,4,86
6,6,6,62,1177,237,189,17,107,2,0,11,5,15,0,6,1,134,65,97,142,0,25,8,277,398,125,47,164,83,9,276,57,0,47
4,2,6,19,345,320,36,7,19,2,0,2,4,10,0,5,0,48,36,22,58,0,3,6,258,276,88,27,86,45,1,190,32,4,34
314,4,3,1894,26424,1857,4132,9,1413,2,0,1,312,333,0,313,0,3270,106,3223,3243,0,21,4,255,348,95,27,3711,453,621,161,1907,0,96
9,6,20,142,2384,906,333,27,360,2,4,5,4,18,0,9,0,235,98,344,244,0,13,12,462,595,195,112,968,267,16,290,191,7,506
3,6,80,51,32725,512,6572,8,911,2,0,5,1,9,0,3,0,1368,79,3211,1351,0,17,6,440,270,288,60,3443,466,2,361,88,0,59
20,13,16,226,1836,137,310,53,259,2,0,14,16,27,0,8,2,227,111,162,238,0,120,16,356,397,234,85,178,96,13,554,117,1,104
10,10,13,97,1829,111,170,21,167,2,2,10,5,31,0,10,1,144,64,1260,155,0,37,12,232,387,150,64,135,53,2,181,90,1,144
5,10,6,47,10796,741,2017,3,225,2,0,3,4,11,0,6,1,734,49,838,715,0,27,15,248,341,79,11,2074,31,3,48,63,0,86
2,8,38,209,650,264,89,12,745,6,0,0,1,8,0,3,1,91,72,658,107,0,37,11,346,520,166,279,181,44,1,274,241,2,141
0,0,1,7,218,19,3,1,5,2,0,0,0,6,0,1,0,10,34,4,22,0,3,0,87,172,57,52,17,0,1,165,14,0,11
41,5,7,119,9112,192,2327,22,183,2,0,29,41,8,0,39,0,1336,172,2024,1326,0,50,5,278,295,208,90,1119,2028,39,278,114,1,158
3,7,7,53,3355,83,1044,8,28,2,0,5,1,8,0,7,1,383,64,28,391,0,29,9,150,194,83,37,403,1187,364,239,55,0,71
2,8,22,175,19428,180,2718,6,101,2,0,5,1,26,0,3,1,1694,83,110,1693,0,131,10,198,252,105,69,1954,6821,381,380,62,0,31
0,0,1,3,50,18,3,0,5,2,0,0,0,6,0,1,0,10,20,4,23,0,3,0,59,55,29,28,16,0,1,72,15,0,4
10,6,15,62,1072,681,169,16,88,2,0,6,9,14,0,6,1,158,162,100,175,0,15,14,478,425,180,60,173,115,7,152,93,9,77
0,3,78,47,33632,487,6518,3,929,2,0,2,0,8,0,3,0,1145,50,3303,1128,0,16,3,405,271,250,41,3624,436,1,262,70,0,45
3,4,3,24,989,59,152,8,79,2,0,5,1,9,0,3,0,121,56,59,124,0,11,4,185,265,72,40,97,52,7,158,35,0,40
0,0,1,3,15,18,5,0,5,2,0,0,0,4,0,1,0,10,12,5,23,0,3,0,32,22,2,1,16,0,1,0,13,0,1
6,5,8,46,2457,358,329,7,31,2,0,6,5,11,0,4,1,245,98,145,263,0,11,9,329,378,149,81,176,460,24,268,54,4,47
2,0,1,25,749,25,78,3,68,2,0,3,1,9,0,5,1,37,25,312,42,0,10,0,96,203,24,13,74,0,1,31,25,0,28
5,4,10,62,1154,547,143,12,55,2,0,4,4,10,0,5,1,152,106,58,164,0,14,10,400,362,159,58,150,131,11,320,100,6,64
1,6,9,49,6702,647,1197,9,196,2,0,2,1,10,0,4,0,469,73,437,450,0,13,6,268,356,110,44,1593,234,7,173,60,1,60
6,3,3,11,1239,65,45,4,10,2,1,2,2,12,0,2,2,58,56,174,67,0,7,3,114,409,40,18,53,34,3,128,27,0,24
6,3,3,11,2105,65,53,4,10,2,1,2,2,12,0,2,2,66,56,174,75,0,7,3,114,600,40,18,61,67,3,99,27,0,27
10,7,7,106,459,87,75,25,32,2,0,10,9,9,0,9,1,79,63,44,90,1,41,9,184,243,109,12,50,62,9,206,87,0,85
8,5,8,52,229,67,23,16,83,2,2,0,2,10,0,1,2,38,56,77,43,0,8,5,166,230,105,58,50,15,4,141,62,1,20
9,15,40,285,4692,246,535,25,669,2,1,6,4,12,0,7,2,451,86,502,463,0,36,23,242,305,165,238,429,1290,6,196,277,3,138
4,6,4,29,480,61,50,10,37,2,0,3,1,9,0,2,1,61,43,49,70,0,12,6,172,247,99,58,73,25,11,198,35,0,23
18,5,14,139,1000,452,144,28,300,2,4,31,14,10,0,14,0,155,101,267,195,0,31,9,364,478,209,125,832,136,21,336,199,3,231
5,6,17,147,5239,303,383,16,174,2,0,2,3,13,0,3,2,125,131,146389,134,0,29,8,244,469,120,72,155,510,3,123,90,3,197
6,3,3,11,963,65,41,4,10,2,1,2,2,12,0,2,2,59,57,174,68,0,7,3,117,312,40,18,52,34,3,166,27,0,24
11,10,7,59,4299,133,1201,12,78,2,3,5,2,11,0,4,2,505,90,537,506,0,21,12,254,409,132,57,424,1569,380,394,47,0,78
0,5,5,43,12700,676,1857,4,204,2,0,1,0,9,0,3,0,986,122,679,955,0,16,5,290,366,129,63,1710,1405,2,363,79,0,111
0,0,1,3,77,18,3,0,5,2,0,0,0,6,0,1,0,10,20,4,23,0,3,0,65,70,35,33,16,0,1,77,15,0,7
0,0,1,3,72,18,3,0,5,2,0,0,0,6,0,1,0,10,24,4,23,0,3,0,51,47,21,20,16,0,1,49,15,0,9
6086,6,12,119,62009,194,1163,18,357,2,4,4,6077,6100,0,6073,0,822,98,33858,826,0,21,6,275,738,130,277,195,93,3,251,130,1,298
6,3,3,11,352,65,49,4,10,2,1,3,2,12,0,2,2,62,57,174,71,0,7,3,117,181,40,18,58,43,3,72,27,0,20
7,15,9,90,9204,925,2235,10,221,2,0,5,5,17,0,7,1,734,78,844,716,0,54,26,285,494,111,40,2294,781,365,121,87,0,114
1,14,3,42,480,85,75,7,22,2,0,1,0,11,0,1,1,82,99,41,93,0,6,17,169,232,94,46,61,47,0,259,87,2,59
0,11,12,107,10744,977,1905,8,379,4,0,5,0,14,0,11,0,880,94,527,861,0,32,14,431,705,151,71,2401,922,1,229,160,2,92
16,4,3,94,26336,795,4833,22,137,2,0,1,14,46,0,11,0,3378,131,537,3356,0,21,4,329,405,141,29,2340,170,17,164,115,0,58
5,3,3,20,480,55,65,7,13,2,0,2,3,14,0,2,0,87,81,22,91,0,8,3,143,242,64,32,34,51,1,394,40,0,26
1,6,9,39,18960,587,4196,4,180,2,0,2,1,11,0,4,0,709,90,1234,691,0,13,6,275,257,123,69,3141,1100,364,134,43,1,173
2,10,11,85,12955,833,2856,10,224,2,0,6,1,12,0,5,1,1026,93,477,999,0,41,12,344,380,164,59,2285,805,363,199,82,0,93
13,9,7,139,1628,206,193,36,391,2,2,4,4,16,0,5,3,174,121,326,170,0,60,9,298,530,182,73,118,193,65,386,113,1,1098
37,8,16,133,9574,812,1814,13,387,10,6,14,7,17,0,9,6,646,57,527,612,0,59,9,433,602,148,41,2055,1550,361,175,138,2,81
3,5,4,29,341,65,53,7,49,2,0,7,2,9,0,3,1,63,50,45,73,0,13,5,111,191,43,7,62,49,15,49,41,0,36
32,15,36,272,8351,484,1639,24,582,12,22,3,4,20,0,4,4,1123,199,503,1143,0,95,20,830,1279,366,234,1683,2062,23,469,341,4,225
5,7,97,74,166604,2176,9727,18,1116,2,0,9,2,12,0,4,1,2010,129,17013,1998,0,36,7,640,407,457,81,8399,592,16,409,117,0,120
24,19,77,223,25512,979,4302,17,407,8,7,70,5,13,0,11,6,3606,76,647,3701,0,93,26,905,1121,505,272,1877,379,19,654,616,3,94
15,20,151,1035,8014,1228,79,29,3681,7,2,6,5,9,0,7,6,117,115,8052,125,0,66,32,718,1136,327,1105,1368,33,4,259,1145,4,199
2,6,9,37,17065,492,4073,3,179,2,0,2,1,10,0,4,1,612,51,1233,596,0,13,6,222,324,81,34,2940,917,367,30,42,1,57
6,4,4,24,785,60,176,5,28,2,1,14,5,18,0,5,0,166,105,50,212,0,13,4,167,272,98,65,79,55,5,325,103,4,42
6,5,8,53,2361,360,308,8,31,2,0,6,5,11,0,4,1,240,99,145,259,0,13,9,332,391,152,81,166,457,24,269,60,4,53
13,8,4,94,3224,235,566,13,163,2,1,7,6,23,0,9,3,397,127,131,397,0,44,10,214,379,92,33,321,641,20,131,71,0,160
10,5,3,89,2675,148,453,29,113,2,0,9,8,10,0,11,1,401,161,67,398,0,27,5,394,391,283,146,173,317,9,591,106,0,108
4,10,10,116,9195,1107,1854,18,223,2,0,7,2,26,0,8,1,780,147,1412,746,0,48,12,618,523,280,330,2713,485,5,1922,143,0,830
2,5,4,59,30790,803,5342,11,114,2,0,2,1,15,0,4,1,4270,108,400,4236,0,22,5,277,330,114,31,2109,134,10,183,71,0,47
3,7,7,76,1606,96,561,9,28,2,0,5,1,8,0,34,1,87,47,30,128,0,29,9,245,325,177,99,278,799,365,323,164,0,73
8,5,12,79,14549,741,2784,29,59,2,0,11,7,15,0,6,1,2363,132,69,2372,0,21,13,533,460,267,98,1491,2940,11,385,82,4,821
6,3,3,11,679,65,43,4,10,2,1,2,2,12,0,2,2,59,56,174,68,0,7,3,114,260,40,18,58,38,3,141,27,0,23
5,12,15,118,24352,925,4785,45,451,2,0,2,2,27,0,15,1,2081,217,1032,2036,0,23,15,660,862,449,273,2817,1666,13,683,173,3,423
6,3,3,11,1372,65,41,7,10,2,1,2,2,12,0,2,2,57,55,174,66,0,7,3,114,433,49,18,52,34,3,107,27,0,25
7,5,10,84,1121,566,133,18,66,2,0,7,6,14,0,7,1,144,96,70,152,0,23,11,424,377,180,57,153,142,15,326,103,6,77
2,7,6,129,203466,417,34943,44,209,2,0,1,2,36,0,13,0,31147,158,1450,31177,0,20,7,655,1338,469,203,3174,457,5,774,319,0,96
3946,10,19,132,55476,419,1800,26,413,6,0,0,3943,4136,0,3945,2,1712,166,23274,1721,0,75,14,745,1332,403,223,1276,3865,1,823,199,3,462
4,5,6,73,10143,252,1605,24,54,2,0,9,3,13,0,3,1,1079,120,5358,1078,0,22,7,310,347,186,74,635,899,14,266,88,0,44
3,9,7,74,6416,95,1714,23,29,2,0,5,2,14,0,4,1,1104,78,64,1103,0,23,12,250,392,178,93,390,1435,6,478,70,0,104
167,7,4,108,965,98,143,15,115,2,0,10,84,11,0,28,1,91,62,44,92,0,79,7,197,311,83,22,122,32,11,94,69,20,94
2,2,4,7,1337,178,293,1,12,2,0,0,2,9,0,2,0,184,41,10,192,0,3,4,174,211,51,25,129,301,1,182,20,2,19
2,5,6,45,12965,688,2482,12,137,2,0,6,2,21,0,5,0,1147,100,477,1098,0,26,5,290,364,132,38,1964,155,11,211,55,0,72
2,7,6,27,5075,533,932,3,89,2,0,3,1,10,0,4,1,461,51,323,424,0,16,7,213,296,65,24,1243,44,1,126,41,0,42
3,6,80,47,35161,504,6888,6,971,2,0,5,1,9,0,3,0,1191,74,3473,1176,0,17,6,430,298,282,66,3966,650,2,366,85,0,116
0,6,80,47,35722,486,6934,3,996,2,0,4,0,8,0,3,0,1150,81,3510,1130,0,17,6,410,287,255,54,4051,401,1,332,85,0,43
10,0,1,55,1419,87,519,11,98,2,0,5,5,12,0,6,5,85,38,90,93,1,13,0,128,239,55,15,313,819,380,155,54,0,20
6,3,3,11,1744,65,52,4,10,2,1,2,2,12,0,2,2,64,55,174,73,0,7,3,114,509,40,18,59,62,3,119,27,0,25
6,3,3,11,1634,65,53,4,10,2,1,2,2,12,0,2,2,64,56,174,73,0,7,3,117,464,40,18,58,58,3,122,27,0,25
22,9,18,493,13268,286,2492,210,183,2,0,11,16,12,0,17,5,1683,276,729,1703,0,65,13,795,541,689,47,969,2825,12,384,501,1,116
6,3,3,11,384,65,50,4,10,2,1,2,2,12,0,2,2,63,57,174,72,0,7,3,117,183,40,18,57,50,3,108,27,0,22
21,12,38,321,20803,1352,4094,31,502,2,2,26,13,18,0,21,3,1547,163,1186,1534,0,152,14,529,1245,343,1768,4248,1010,388,801,246,1,201
11,8,31,142,3490,1515,673,36,367,2,0,21,7,12,0,7,3,466,178,3058,487,0,37,27,689,712,304,150,458,560,3,418,156,2,73
8,4,5,76,2165,298,441,37,106,2,0,2,6,11,0,5,0,276,128,62,290,0,16,6,345,430,186,47,245,315,9,270,136,2,95
9,10,8,202,2514,238,469,56,121,2,0,46,5,9,0,9,2,434,232,157,494,0,70,13,546,704,465,218,218,416,14,808,347,1,200
6,4,5,41,5794,209,544,16,35,2,0,9,6,16,0,5,0,318,69,50,325,0,15,6,204,339,101,29,363,536,12,181,41,0,91
2,8,11,61,1420,102,209,12,159,2,0,12,2,12,0,2,0,167,106,764,192,0,10,9,189,281,112,87,66,143,5,301,125,1,89
4,5,4,65,660,78,66,18,44,2,0,10,3,9,0,4,1,73,57,52,79,0,21,5,201,259,122,53,63,78,14,216,65,0,49
1,5,9,34,3181,135,604,2,146,2,0,1,1,9,0,2,0,419,116,129,421,0,6,5,228,277,157,145,227,676,5,502,85,1,38
12,11,17,171,1322,706,239,33,323,6,1,6,4,18,0,10,4,190,372,229,219,0,82,15,1056,1035,474,316,360,52,12,266,225,3,110
6,3,3,11,479,65,46,7,10,2,1,2,2,12,0,2,2,61,57,174,70,0,7,3,117,201,49,18,57,42,3,72,27,0,24
7,6,39,427,810,414,117,5,1811,2,1,2,2,9,0,1,2,115,64,1123,113,0,4,6,257,375,192,491,129,133,1,130,685,1,81
7,4,3,58,19954,684,3493,9,108,2,0,1,5,26,0,6,0,2800,105,360,2773,0,21,4,272,322,98,27,1657,156,7,159,71,0,45
6,4,7,30,638,214,106,8,28,2,0,5,6,12,0,6,0,114,101,408,133,0,10,8,185,333,78,33,137,74,3,147,41,0,38
2,6,4,45,368,73,42,12,29,2,0,1,1,12,0,3,1,50,46,30,56,0,14,7,167,195,101,46,41,31,9,213,65,0,18
2,16,5,76,785,220,65,7,92,6,0,3,2,8,0,6,0,83,68,32,94,0,51,15,491,803,183,74,215,41,4,474,104,2,38
2,7,6,27,4676,557,874,3,89,2,0,3,1,10,0,4,1,380,53,323,342,0,16,7,218,302,62,24,1313,48,1,126,41,0,43
9,3,11,33,2143,121,221,5,186,2,1,0,4,7,0,1,3,229,150,703,247,0,3,3,183,478,112,102,70,109,1,321,80,1,115
11,16,13,103,786,230,178,15,242,6,2,10,6,17,0,11,1,152,90,179,164,0,53,20,513,910,204,93,244,81,2,215,142,3,83
0,0,1,3,29,18,3,0,5,2,0,0,0,4,0,1,0,9,28,3,19,0,3,0,32,41,2,1,16,0,1,0,11,0,4
8,5,6,51,12630,171,2121,15,205,2,1,1,4,14,0,3,1,1131,170,642,1110,0,22,5,404,510,233,93,766,1015,1,331,79,0,365
12,17,15,119,2262,246,267,22,247,6,3,10,7,47,0,12,1,214,93,1276,226,0,76,21,593,908,273,93,292,99,2,217,128,3,299
2,7,6,27,4938,533,930,3,89,2,0,3,1,10,0,4,1,398,51,323,361,0,16,7,212,295,62,24,1295,51,1,126,41,0,43
26,9,314,2187,4531,5020,297,68,6954,2,0,2,14,17,69,323,9,425,236,5369,622,0,188,56,1265,820,685,2385,1946,93,14,222,2853,105,325
4,4,3,34,7008,58,1421,12,29,2,0,5,4,8,0,8,0,881,47,37,894,0,17,4,169,241,107,59,363,1856,7,204,35,0,20
13,18,15,127,2307,256,286,23,249,6,2,11,8,72,0,12,1,230,102,1287,254,0,83,22,577,1004,257,71,304,110,2,148,135,3,187
2,7,6,27,5234,546,948,3,89,2,0,3,1,10,0,4,1,473,51,323,435,0,16,7,214,298,62,24,1268,49,1,126,41,0,42
3,4,10,53,177,184,7,15,117,2,0,7,3,6,0,3,0,23,36,93,31,0,8,6,161,198,90,51,50,3,7,103,62,1,29
5,8,10,180,2674,391,471,28,140,2,0,4,4,9,0,7,0,338,152,673,417,0,26,11,438,328,316,116,596,387,5,226,475,1,69
0,4,10,69,1425,97,93,4,194,2,0,0,0,7,0,3,0,91,71,176,104,0,32,4,188,273,121,142,52,89,1,294,87,1,23
5,3,6,30,183467,1256,30481,7,104,2,0,3,5,11,0,5,0,27875,80,747,27862,0,10,7,720,423,462,158,1684,2132,1,142,42,4,62
0,0,1,3,17,18,3,0,5,2,0,0,0,4,0,1,0,9,16,3,19,0,3,0,32,35,2,1,16,0,1,0,11,0,4
3,7,6,27,4796,553,898,5,89,2,0,3,2,11,0,4,1,378,48,328,348,0,16,7,216,313,66,22,1315,54,2,105,41,0,43
7,15,9,90,9331,959,2191,10,221,2,0,5,5,17,0,7,1,815,79,804,797,0,54,26,290,453,111,40,2270,781,365,123,86,0,117
0,0,1,3,49,18,3,0,5,2,0,0,0,6,0,1,0,10,16,4,23,0,3,0,59,56,29,28,16,0,1,72,15,0,4
12,9,36,258,9431,577,272,43,666,2,0,41,11,13,0,11,1,250,135,620,265,0,43,14,513,532,370,320,220,302,16,657,293,1,124
7,4,3,58,25336,673,4360,10,108,2,0,1,5,26,0,6,0,3714,105,360,3686,0,21,4,272,347,101,27,1597,150,7,177,71,0,44
6,3,3,11,1029,65,42,4,10,2,1,2,2,12,0,2,2,58,56,174,67,0,7,3,114,347,40,18,52,34,3,107,27,0,24
6,15,10,90,15935,997,3538,10,234,2,0,5,5,17,0,7,1,1445,77,926,1427,0,57,26,320,505,139,39,2591,779,365,120,86,0,113
0,0,1,3,15,18,3,0,5,2,0,0,0,4,0,1,0,9,15,3,19,0,3,0,32,36,2,1,16,0,1,0,11,0,4
0,0,1,3,62,22,3,0,5,2,0,0,0,6,0,1,0,11,35,4,24,0,3,0,53,60,13,8,17,0,1,16,15,0,8
4,10,6,47,10948,739,2020,3,222,2,0,3,3,11,0,6,1,800,48,838,780,0,27,15,248,339,80,11,1999,30,3,48,64,0,86
3,8,12,69,1395,96,209,10,86,2,0,1,1,8,0,10,2,174,148,85,192,0,42,10,228,317,161,119,111,187,3,517,85,7,106
6,7,9,92,35865,802,5063,32,214,2,0,17,4,14,0,5,0,4288,105,97909,4297,0,30,13,399,479,187,36,679,1710,12,222,86,0,116
25,9,13,255,34711,1227,6160,37,557,4,0,11,19,30,0,6,4,1288,91,1078,1303,0,95,12,715,1233,381,219,3833,965,30,439,336,11,80
0,0,1,15,1217,49,547,3,9,2,0,1,0,7,0,2,0,62,30,5,73,0,3,0,112,136,52,33,230,804,361,204,24,0,9
0,0,1,3,42,18,3,0,5,2,0,0,0,6,0,1,0,10,19,4,23,0,3,0,48,38,18,16,16,0,1,44,15,0,4
6,3,3,11,975,65,45,4,10,2,1,3,2,12,0,2,2,60,55,174,69,0,7,3,114,308,40,18,54,39,3,86,27,0,25
19,16,57,421,14029,533,2374,22,1592,2,0,4,16,23,0,15,1,1078,132,1374,1083,0,180,15,438,911,254,503,1224,390,13,357,505,1,1595
0,0,1,14,752,43,55,4,6,2,0,0,0,14,0,1,0,64,57,4,70,0,3,0,109,144,36,11,220,36,1,36,20,0,12
6,3,3,11,1350,65,57,4,10,2,1,2,2,12,0,2,2,64,55,174,73,0,7,3,114,424,40,18,60,62,3,155,27,0,24
6,3,3,11,1621,65,45,4,10,2,1,2,2,12,0,2,2,60,57,174,69,0,7,3,114,483,40,18,62,46,3,140,27,0,25
7,4,4,29,1075,71,138,9,40,2,0,7,4,12,0,12,3,134,95,50,148,0,10,4,190,294,118,75,77,125,12,283,88,0,46
2,7,50,257,905,441,128,8,1262,2,0,5,2,8,0,2,0,110,64,459,118,0,9,9,239,246,136,311,137,154,3,95,301,1,120
4,5,4,64,416,69,43,18,43,2,0,10,3,9,0,4,1,55,54,51,65,0,20,5,191,243,112,43,40,25,11,188,64,0,46
13,5,1,99,19659,242,5553,23,112,2,1,15,11,18,0,11,0,4203,123,887,4199,0,29,3,307,560,154,47,1247,2921,375,188,100,0,136
2,4,4,49,3072,186,647,9,132,2,0,1,1,9,0,2,1,509,177,189,503,0,11,4,215,320,108,34,265,646,26,775,114,0,59
187,9,10,248,33632,1913,5956,207,1051,8,2,8,182,13,0,159,1,1197,309,1380,1182,0,70,11,1060,1372,766,54,5447,386,379,501,134,5,60
3,5,7,82,3802,222,644,13,190,2,0,3,3,9,0,5,0,544,236,147,545,0,18,5,338,526,257,54223,212,568,3,1092,147,1,66
2,6,4,45,347,73,45,12,29,2,0,1,1,12,0,3,1,52,46,30,58,0,14,7,172,213,100,46,66,31,9,203,65,0,18
0,4,10,91,1251,97,70,1,194,2,0,0,0,7,0,1,0,79,60,198,90,0,80,4,203,357,136,172,40,65,1,332,78,1,23
14,6,20,509,2532,508,685,198,345,6,1,7,6,9,0,4,5,473,624,823,1420,0,42,11,1050,941,739,108,739,44,9,410,609,3,60
4,8,10,68,587,146,127,11,127,6,0,2,2,10,0,4,2,106,100,101,125,0,45,11,319,641,127,50,223,30,3,141,159,2,129
5,7,7,62,1355,105,240,14,143,2,0,8,2,13,0,4,1,180,177,94,186,0,22,7,229,285,111,58,146,63,7,184,84,1,65
0,3,94,279,86,578,2,90,7,2,0,0,0,4,0,2,0,16,58,5,201,0,904,95,356,234,192,1,635,0,1,90,189,1,103
0,0,1,19,438,24,56,1,68,2,0,1,0,7,0,3,0,36,23,8,42,0,10,0,98,131,29,25,56,0,1,65,25,0,25
7,4,3,58,19282,653,3363,9,108,2,0,1,5,20,0,6,0,2733,72,339,2716,0,21,4,262,329,94,27,1540,103,7,153,65,0,42
0,0,1,3,47,18,3,0,5,2,0,0,0,6,0,1,0,10,18,4,23,0,3,0,59,56,29,28,16,0,1,72,15,0,4
5,5,4,100,4571,170,123,14,100,2,0,3,2,9,0,4,1,99,88,70,98,0,46,5,300,362,138,80,101,43,15,190,101,0,69
2,4,4,36,269,97,9,12,27,2,0,2,1,9,0,3,1,30,54,32,35,0,13,4,103,172,64,23,304,14,11,68,42,0,17
32,8,9,52,543,109,57,14,120,2,16,3,3,10,0,3,4,72,48,130,77,0,15,11,172,260,101,64,102,33,12,168,59,1,61
0,0,1,11,162,37,19,2,7,2,0,1,0,7,0,1,0,26,33,5,43,0,3,0,107,122,49,36,26,8,1,125,23,0,9
1,11,12,107,9964,1010,1773,8,379,4,0,5,1,14,0,11,0,800,92,526,780,0,32,14,427,695,151,71,2421,881,1,229,161,2,89
6,6,104,67,189565,2684,21241,9,1125,2,0,4,3,14,0,6,0,11253,90,26295,11235,0,22,12,1245,540,884,114,9331,4617,1,706,117,7,104
6,3,3,11,714,65,43,4,10,2,1,2,2,12,0,2,2,58,56,174,67,0,7,3,114,277,40,18,53,34,3,206,27,0,23
6,3,3,11,1509,65,53,7,10,2,1,2,2,12,0,2,2,64,55,174,73,0,7,3,114,448,49,18,66,62,3,139,27,0,25
6,3,3,11,508,65,43,4,10,2,1,2,2,12,0,2,2,58,56,174,67,0,7,3,114,200,40,18,53,34,3,146,27,0,23
4,0,1,29,216,34,18,6,17,2,0,2,1,10,0,3,1,37,22,18,61,0,3,0,187,216,95,75,70,16,4,171,100,0,17
6,3,3,11,1050,65,43,4,10,2,1,2,2,12,0,2,2,59,57,174,68,0,7,3,117,351,40,18,53,34,3,102,27,0,24
0,2,2,5,71,19,3,1,5,2,0,0,0,6,0,1,0,10,27,5,23,0,3,2,46,74,15,12,16,0,1,22,16,0,26
17,13,16,264,1671,182,278,69,382,2,0,12,13,21,0,10,2,232,141,213,229,0,120,16,457,566,321,140,117,80,13,472,156,1,102
0,6,6,58,44072,127,7436,14,203,2,0,1,0,18,0,7,0,5941,84,668,5928,0,18,6,362,389,190,57,1190,102,1,316,80,0,108
11,15,48,206,23823,420,2869,24,629,6,2,4,3,23,0,21,3,1717,210,13724,1720,0,84,19,707,1037,288,99,1183,46,8,53,253,3,167
